SiteID, 122379.0,Site Timezone,-8.0,Data Timezone,-8.0
Longitude, -120.004028
Latitude, 46.141594
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s)
2011,1,1,0,0,3.7960000000000003
2011,1,1,0,5,3.912
2011,1,1,0,10,4.031
2011,1,1,0,15,4.141
2011,1,1,0,20,4.2540000000000004
2011,1,1,0,25,4.339
2011,1,1,0,30,4.397
2011,1,1,0,35,4.449
2011,1,1,0,40,4.471
2011,1,1,0,45,4.483
2011,1,1,0,50,4.486
2011,1,1,0,55,4.486
2011,1,1,1,0,4.468
2011,1,1,1,5,4.428
2011,1,1,1,10,4.3790000000000004
2011,1,1,1,15,4.343
2011,1,1,1,20,4.324
2011,1,1,1,25,4.303
2011,1,1,1,30,4.282
2011,1,1,1,35,4.269
2011,1,1,1,40,4.233
2011,1,1,1,45,4.1930000000000005
2011,1,1,1,50,4.159
2011,1,1,1,55,4.1530000000000005
2011,1,1,2,0,4.156
2011,1,1,2,5,4.163
2011,1,1,2,10,4.1690000000000005
2011,1,1,2,15,4.184
2011,1,1,2,20,4.187
2011,1,1,2,25,4.1930000000000005
2011,1,1,2,30,4.202
2011,1,1,2,35,4.23
2011,1,1,2,40,4.2540000000000004
2011,1,1,2,45,4.263
2011,1,1,2,50,4.285
2011,1,1,2,55,4.281
2011,1,1,3,0,4.285
2011,1,1,3,5,4.303
2011,1,1,3,10,4.324
2011,1,1,3,15,4.349
2011,1,1,3,20,4.376
2011,1,1,3,25,4.422
2011,1,1,3,30,4.477
2011,1,1,3,35,4.523
2011,1,1,3,40,4.571
2011,1,1,3,45,4.611
2011,1,1,3,50,4.632
2011,1,1,3,55,4.672
2011,1,1,4,0,4.7090000000000005
2011,1,1,4,5,4.739
2011,1,1,4,10,4.745
2011,1,1,4,15,4.758
2011,1,1,4,20,4.773
2011,1,1,4,25,4.773
2011,1,1,4,30,4.7700000000000005
2011,1,1,4,35,4.782
2011,1,1,4,40,4.806
2011,1,1,4,45,4.828
2011,1,1,4,50,4.87
2011,1,1,4,55,4.922
2011,1,1,5,0,4.968
2011,1,1,5,5,4.999
2011,1,1,5,10,4.977
2011,1,1,5,15,4.928
2011,1,1,5,20,4.886
2011,1,1,5,25,4.8340000000000005
