SiteID, 121466.0,Site Timezone,-8.0,Data Timezone,-8.0
Longitude, -120.903564
Latitude, 45.70993
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s)
2011,1,1,0,0,8.56
2011,1,1,0,5,8.606
2011,1,1,0,10,8.639
2011,1,1,0,15,8.682
2011,1,1,0,20,8.722
2011,1,1,0,25,8.743
2011,1,1,0,30,8.749
2011,1,1,0,35,8.774000000000001
2011,1,1,0,40,8.829
2011,1,1,0,45,8.874
2011,1,1,0,50,8.935
2011,1,1,0,55,9.033
2011,1,1,1,0,9.106
2011,1,1,1,5,9.152000000000001
2011,1,1,1,10,9.213000000000001
2011,1,1,1,15,9.268
2011,1,1,1,20,9.344
2011,1,1,1,25,9.414
2011,1,1,1,30,9.463000000000001
2011,1,1,1,35,9.494
2011,1,1,1,40,9.512
2011,1,1,1,45,9.503
2011,1,1,1,50,9.482
2011,1,1,1,55,9.479000000000001
2011,1,1,2,0,9.469
2011,1,1,2,5,9.463000000000001
2011,1,1,2,10,9.457
2011,1,1,2,15,9.43
2011,1,1,2,20,9.399000000000001
2011,1,1,2,25,9.36
2011,1,1,2,30,9.305
2011,1,1,2,35,9.268
2011,1,1,2,40,9.244
2011,1,1,2,45,9.25
2011,1,1,2,50,9.271
2011,1,1,2,55,9.277000000000001
2011,1,1,3,0,9.28
2011,1,1,3,5,9.283
2011,1,1,3,10,9.314
2011,1,1,3,15,9.341000000000001
2011,1,1,3,20,9.341000000000001
2011,1,1,3,25,9.347
2011,1,1,3,30,9.356
2011,1,1,3,35,9.378
2011,1,1,3,40,9.396
2011,1,1,3,45,9.399000000000001
2011,1,1,3,50,9.393
2011,1,1,3,55,9.396
2011,1,1,4,0,9.414
2011,1,1,4,5,9.402000000000001
2011,1,1,4,10,9.381
2011,1,1,4,15,9.378
2011,1,1,4,20,9.36
2011,1,1,4,25,9.338000000000001
2011,1,1,4,30,9.314
2011,1,1,4,35,9.298
2011,1,1,4,40,9.268
2011,1,1,4,45,9.216000000000001
2011,1,1,4,50,9.161
2011,1,1,4,55,9.109
2011,1,1,5,0,9.073
2011,1,1,5,5,9.042
2011,1,1,5,10,9.006
2011,1,1,5,15,8.957
2011,1,1,5,20,8.929
2011,1,1,5,25,8.902000000000001
2011,1,1,5,30,8.868
2011,1,1,5,35,8.832
2011,1,1,5,40,8.822000000000001
2011,1,1,5,45,8.813
2011,1,1,5,50,8.822000000000001
2011,1,1,5,55,8.822000000000001
2011,1,1,6,0,8.829
2011,1,1,6,5,8.85
2011,1,1,6,10,8.868
2011,1,1,6,15,8.874
2011,1,1,6,20,8.887
2011,1,1,6,25,8.905
2011,1,1,6,30,8.929
2011,1,1,6,35,8.938
2011,1,1,6,40,8.929
2011,1,1,6,45,8.923
