SiteID, 9851.0,Site Timezone,-6.0,Data Timezone,-6.0
Longitude, -100.000916
Latitude, 32.181087
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s)
2011,1,1,0,0,4.6080000000000005
2011,1,1,0,5,4.706
2011,1,1,0,10,4.861
2011,1,1,0,15,4.996
2011,1,1,0,20,5.1450000000000005
2011,1,1,0,25,5.386
2011,1,1,0,30,5.636
2011,1,1,0,35,5.862
2011,1,1,0,40,5.984
2011,1,1,0,45,5.96
2011,1,1,0,50,5.914
2011,1,1,0,55,5.884
2011,1,1,1,0,5.807
2011,1,1,1,5,5.581
2011,1,1,1,10,5.194
2011,1,1,1,15,4.636
2011,1,1,1,20,4.257
2011,1,1,1,25,4.08
2011,1,1,1,30,4.147
2011,1,1,1,35,4.229
2011,1,1,1,40,4.141
2011,1,1,1,45,3.985
2011,1,1,1,50,3.86
2011,1,1,1,55,3.531
2011,1,1,2,0,3.375
2011,1,1,2,5,3.491
2011,1,1,2,10,3.54
2011,1,1,2,15,3.616
2011,1,1,2,20,3.744
2011,1,1,2,25,3.873
2011,1,1,2,30,4.013
2011,1,1,2,35,4.144
2011,1,1,2,40,4.199
2011,1,1,2,45,4.163
2011,1,1,2,50,4.117
2011,1,1,2,55,4.166
2011,1,1,3,0,4.2940000000000005
2011,1,1,3,5,4.306
2011,1,1,3,10,4.166
2011,1,1,3,15,3.9250000000000003
2011,1,1,3,20,3.83
2011,1,1,3,25,3.833
2011,1,1,3,30,3.757
2011,1,1,3,35,3.598
2011,1,1,3,40,3.396
2011,1,1,3,45,3.277
2011,1,1,3,50,3.225
2011,1,1,3,55,3.149
2011,1,1,4,0,3.2560000000000002
2011,1,1,4,5,3.494
2011,1,1,4,10,3.634
2011,1,1,4,15,3.735
2011,1,1,4,20,3.747
2011,1,1,4,25,3.616
2011,1,1,4,30,3.616
2011,1,1,4,35,3.888
2011,1,1,4,40,4.315
2011,1,1,4,45,4.828
2011,1,1,4,50,5.456
2011,1,1,4,55,6.015000000000001
2011,1,1,5,0,6.32
2011,1,1,5,5,6.561
2011,1,1,5,10,6.79
2011,1,1,5,15,6.942
2011,1,1,5,20,7.19
2011,1,1,5,25,7.48
2011,1,1,5,30,7.596
2011,1,1,5,35,7.681
2011,1,1,5,40,7.852
2011,1,1,5,45,7.971
2011,1,1,5,50,8.084
2011,1,1,5,55,8.331
2011,1,1,6,0,8.603
2011,1,1,6,5,8.816
2011,1,1,6,10,8.981
2011,1,1,6,15,9.1
2011,1,1,6,20,9.091
2011,1,1,6,25,9.03
2011,1,1,6,30,8.978
2011,1,1,6,35,8.938
2011,1,1,6,40,8.944
2011,1,1,6,45,8.926
2011,1,1,6,50,8.838000000000001
2011,1,1,6,55,8.731
2011,1,1,7,0,8.685
2011,1,1,7,5,8.792
2011,1,1,7,10,8.923
2011,1,1,7,15,8.935
2011,1,1,7,20,8.911
2011,1,1,7,25,8.942
2011,1,1,7,30,9.057
2011,1,1,7,35,9.256
2011,1,1,7,40,9.375
2011,1,1,7,45,9.384
2011,1,1,7,50,9.356
2011,1,1,7,55,9.179
2011,1,1,8,0,8.847
2011,1,1,8,5,8.486
2011,1,1,8,10,8.218
2011,1,1,8,15,8.011000000000001
2011,1,1,8,20,7.773000000000001
2011,1,1,8,25,7.571
2011,1,1,8,30,7.412
2011,1,1,8,35,7.205
2011,1,1,8,40,7.125
2011,1,1,8,45,7.07
2011,1,1,8,50,7.0
2011,1,1,8,55,6.732
2011,1,1,9,0,6.4910000000000005
2011,1,1,9,5,6.25
2011,1,1,9,10,6.179
2011,1,1,9,15,6.231
2011,1,1,9,20,6.2620000000000005
2011,1,1,9,25,6.237
2011,1,1,9,30,6.228
2011,1,1,9,35,6.3660000000000005
2011,1,1,9,40,6.61
2011,1,1,9,45,6.683
2011,1,1,9,50,6.674
2011,1,1,9,55,6.7410000000000005
2011,1,1,10,0,6.973
2011,1,1,10,5,7.218
2011,1,1,10,10,7.257000000000001
2011,1,1,10,15,7.071
2011,1,1,10,20,6.711
2011,1,1,10,25,6.585
2011,1,1,10,30,6.759
2011,1,1,10,35,6.878
2011,1,1,10,40,6.897
2011,1,1,10,45,6.863
2011,1,1,10,50,6.775
2011,1,1,10,55,6.683
2011,1,1,11,0,6.662
2011,1,1,11,5,6.662
2011,1,1,11,10,6.61
2011,1,1,11,15,6.555
2011,1,1,11,20,6.622
2011,1,1,11,25,6.793
2011,1,1,11,30,6.939
2011,1,1,11,35,6.9670000000000005
2011,1,1,11,40,6.890000000000001
2011,1,1,11,45,6.8020000000000005
2011,1,1,11,50,6.72
2011,1,1,11,55,6.613
2011,1,1,12,0,6.478
2011,1,1,12,5,6.356
2011,1,1,12,10,6.295
2011,1,1,12,15,6.305
2011,1,1,12,20,6.295
2011,1,1,12,25,6.2620000000000005
2011,1,1,12,30,6.234
2011,1,1,12,35,6.256
2011,1,1,12,40,6.292
2011,1,1,12,45,6.268
2011,1,1,12,50,6.17
2011,1,1,12,55,6.021
2011,1,1,13,0,5.865
2011,1,1,13,5,5.74
2011,1,1,13,10,5.673
2011,1,1,13,15,5.63
2011,1,1,13,20,5.5600000000000005
2011,1,1,13,25,5.465
2011,1,1,13,30,5.316
2011,1,1,13,35,5.136
2011,1,1,13,40,5.001
2011,1,1,13,45,4.925
2011,1,1,13,50,4.827
2011,1,1,13,55,4.678
2011,1,1,14,0,4.495
2011,1,1,14,5,4.3180000000000005
2011,1,1,14,10,4.18
2011,1,1,14,15,4.058
2011,1,1,14,20,3.942
2011,1,1,14,25,3.823
2011,1,1,14,30,3.704
2011,1,1,14,35,3.597
2011,1,1,14,40,3.466
2011,1,1,14,45,3.326
2011,1,1,14,50,3.204
2011,1,1,14,55,3.082
2011,1,1,15,0,3.024
2011,1,1,15,5,3.0020000000000002
2011,1,1,15,10,2.926
2011,1,1,15,15,2.896
2011,1,1,15,20,2.902
2011,1,1,15,25,2.896
2011,1,1,15,30,2.868
2011,1,1,15,35,2.832
2011,1,1,15,40,2.813
2011,1,1,15,45,2.841
2011,1,1,15,50,2.932
2011,1,1,15,55,3.021
2011,1,1,16,0,3.161
2011,1,1,16,5,3.371
2011,1,1,16,10,3.533
2011,1,1,16,15,3.652
2011,1,1,16,20,3.732
2011,1,1,16,25,3.692
2011,1,1,16,30,3.607
2011,1,1,16,35,3.567
2011,1,1,16,40,3.561
2011,1,1,16,45,3.585
2011,1,1,16,50,3.677
2011,1,1,16,55,3.781
2011,1,1,17,0,3.869
2011,1,1,17,5,4.01
2011,1,1,17,10,4.208
2011,1,1,17,15,4.461
2011,1,1,17,20,4.647
2011,1,1,17,25,4.666
2011,1,1,17,30,4.666
2011,1,1,17,35,4.76
2011,1,1,17,40,4.885
2011,1,1,17,45,4.98
2011,1,1,17,50,5.066
2011,1,1,17,55,5.139
2011,1,1,18,0,5.118
2011,1,1,18,5,4.971
2011,1,1,18,10,4.7090000000000005
2011,1,1,18,15,4.3790000000000004
2011,1,1,18,20,4.111
2011,1,1,18,25,4.013
2011,1,1,18,30,3.8360000000000003
2011,1,1,18,35,3.811
2011,1,1,18,40,3.729
2011,1,1,18,45,3.616
2011,1,1,18,50,3.591
2011,1,1,18,55,3.6430000000000002
2011,1,1,19,0,3.652
2011,1,1,19,5,3.561
2011,1,1,19,10,3.478
2011,1,1,19,15,3.527
2011,1,1,19,20,3.704
2011,1,1,19,25,3.9210000000000003
