SiteID, 10290.0,Site Timezone,-6.0,Data Timezone,-6.0
Longitude, -100.074951
Latitude, 32.341526
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s)
2011,1,1,0,0,2.081
2011,1,1,0,5,2.072
2011,1,1,0,10,2.005
2011,1,1,0,15,1.968
2011,1,1,0,20,1.95
2011,1,1,0,25,1.913
2011,1,1,0,30,1.824
2011,1,1,0,35,1.742
2011,1,1,0,40,1.6440000000000001
2011,1,1,0,45,1.5310000000000001
2011,1,1,0,50,1.452
2011,1,1,0,55,1.3760000000000001
2011,1,1,1,0,1.242
2011,1,1,1,5,1.1500000000000001
2011,1,1,1,10,1.1320000000000001
2011,1,1,1,15,1.12
2011,1,1,1,20,1.077
2011,1,1,1,25,1.095
2011,1,1,1,30,1.1500000000000001
2011,1,1,1,35,1.196
2011,1,1,1,40,1.297
2011,1,1,1,45,1.425
2011,1,1,1,50,1.425
2011,1,1,1,55,1.297
2011,1,1,2,0,1.208
2011,1,1,2,5,1.19
2011,1,1,2,10,1.223
2011,1,1,2,15,1.327
2011,1,1,2,20,1.449
2011,1,1,2,25,1.589
2011,1,1,2,30,1.953
2011,1,1,2,35,2.5020000000000002
2011,1,1,2,40,2.819
2011,1,1,2,45,2.771
2011,1,1,2,50,2.649
2011,1,1,2,55,2.517
2011,1,1,3,0,2.295
2011,1,1,3,5,1.971
2011,1,1,3,10,1.599
2011,1,1,3,15,1.321
2011,1,1,3,20,1.196
2011,1,1,3,25,1.214
2011,1,1,3,30,1.367
2011,1,1,3,35,1.541
2011,1,1,3,40,1.6600000000000001
2011,1,1,3,45,1.6480000000000001
2011,1,1,3,50,1.455
2011,1,1,3,55,1.281
2011,1,1,4,0,1.355
2011,1,1,4,5,1.715
2011,1,1,4,10,2.3040000000000003
2011,1,1,4,15,2.865
2011,1,1,4,20,3.174
2011,1,1,4,25,3.271
2011,1,1,4,30,3.345
2011,1,1,4,35,3.543
2011,1,1,4,40,3.821
